zh_name,en_name
奇形怪状,Awesome Shapes
斯诺姆,Snorms
福瑞德的黎明,Dawn of the Fred
秘事：空洞之地,Esoterica: Hollow Earth
黑暗虚空,Void of Darkness
小巷反击战,The Alley Strikes Back
怪物男,Monster Men
外太空来者,It Came From Space And Ate Our Brain
诺克莱斯,Nolcrix
功亏一篑,You Still Won't Make It
僵尸毁灭工程,Project Zomboid
不义联盟：我们之中的神,Injustice：Gods Among Us
极品飞车18：宿敌,Need for Speed: Rivals
博德之门2：安姆的阴影,Baldur's Gate 2：Shadows of Amn
乐高漫威超级英雄,Lego Marvel Super Heroes
雨中冒险,Risk of Rain
地球2140,Earth 2140
异形：高丽战区,Anomaly Korea
小强的旅途,Journey of a Roach
亚瑟王的金子,King Arthur's Gold
加菲猫卡丁车,Garfield Kart
雨血前传：蜃楼,Rain Blood Chronicles: Mirage
腐烂国度,State Of Decay
狙击精英：纳粹僵尸部队2,Sniper Elite: Nazi Zombie Army 2
对照物,Contrast
超级太空钻地机,Super Motherload
X重生,X Rebirth
最终试炼,Final Exam
像素垃圾：射击,PixelJunk Shooter
飞跃印刷史,Type: Rider
神秘黄金城,The Mysterious Cities of Gold
金属星球,Metal Planet
女王万岁,Long Live The Queen
泥土突变体：豪华版,Mutant Mudds Deluxe
嗜血骑士,Blood Knight
梦商会,Dream Chamber
致命冒险,Deadfall Adventures
重力獾,Gravity Badgers
幸存小队,Survivor Squad
绅士杀手,Gentlemen!
莉莉细细看,Lilly Looking Through
猪先生回家记,Mr.Bree+
博德之门2：加强版,Baldur's Gate II: Enhanced Edition
硬币地穴,Coin Crypt
草精妹妹的行动,Eryi's Action
摄入过量,Intake
黑暗天使：阴影下的伪装,Dark Angels：Masquerade of Shadows
七日丧期：犹太教版,The Shivah: Kosher Edition
我亲爱的陛下,Elementary My Dear Majesty
野兽拳击,Beast Boxing Turbo
僵尸纸牌,Zombie Solitaire
倒霉的穆德：金之诅咒,Fester Mudd: Curse of the Gold
无名：你必须回想之事,Nameless: The one thing you must recall
纸面巫师,Paper Sorcerer
帝国时代2：被遗忘的帝国HD,Age of Empires II HD: The Forgotten
战斗世界：克洛诺斯,Battle Worlds：Kronos
绚色之旅,Luxuria Superbia
红衫,Redshirt
幽浮：内部敌人,XCOM：Enemy Within
职业农场2014,Professional Farmer 2014
罗密欧之山,Montague's Mount
坦克行动：欧洲战役,Tank Operations：European Campaign
死亡天空,Dead Sky
丧尸天启：逃离不死城,Zombie Apocalypse: Escape The Undead City
急难先锋2014,Emergency 2014
潘多拉：第一次接触,Pandora：First Contact
昆虫棋,Hive
影中漫步,A Walk in the Dark
桥梁建造家,Bridge It
野生动物园大亨2：幻想,Wildlife Park 2 - Fantasy
嘻哈跳跳车,Ride'em Low
女巨人大作战,Mutant Colossus from Outer Space
机器人矿工,Robo Miner
骑士：致命武士,Chivalry Deadliest Warrior
炮轰要塞,Blasted Fortress
勇者大冒险,MX
山脊赛车：漂移之都,Ridge Racer：Driftopia
少年正义联盟：遗产,Young Justice: Legacy
黑暗寓言6：杰克与空中城堡,Dark Parables：Jack and the Sky Kingdom
吸血鬼德古拉5：沾血的遗产,Dracula 5：The Blood Legacy
舰队终结者,Fleet Buster
探险活宝：原因不明的地牢探险,Adventure Time：Explore the Dungeon Because I DON’T KNOW!
城堡抢翻天,The Mighty Quest for Epic Loot
暴虐赛车,Carnage Racing
黑色荆棘,Black thorne
神秘视线10：命运嘉年华,Mystery Case Files: Fate's Carnival
帝国：卡牌战争,EMPIRE: The Deck Building Strategy Game
恐怖故事2：山丘上的房子,Tales of Terror 2：House On The Hill
威尼斯崛起：飞跃海洋,Rise of Venice：Beyond the Sea
席德梅尔之王牌巡逻队：太平洋天空,Sid Meier’s Ace Patrol: Pacific Skies
冒险公园,Adventure Park
22楼，加里的悲剧,Level 22-Gary's Misadventures
神秘黄金之城：秘密路径,The Mysterious Cities of Gold Secret Paths
幽暗墓室,Shady Casket
布巴博士：解谜者,Dr Bulbaceous: Puzzle Solver
滑雪挑战赛14,Ski Challenge 14
营地2：远征安德鲁斯,Campgrounds：The Endorus Expedition
赛诺矿工,XenoMiner
磁力星人：高清版,An Alien with a Magnet HD
骇客行动,Hackwork
绑匪,Plagiarii
猴子大战机器人,Monkey vs Robots
杜尔瑟斯,Dualsus
肉丸恐惧症,Meatballphobia
凯泽地球,Kaiser Earth
阿斯肯：中土之省,The Provinces of Midland: Argskin
病原体大战,Pathogen Wars
悲痛,GRiEF
旋转空间,Space Rotary
秘密小径：冰封之心,Secret Trails：Frozen Heart
影游仙境,Shadowplay: Journey to Wonderland
灰烬杯板球赛2013,Ashes Cricket 2013
Poof大战诅咒的猫猫,Poof vs. The Cursed Kitty
皇家塔防3：古老的威胁,Royal Defense Ancient Menace
了无音讯,Never heard from ever again
刺客信条4：黑旗,Assassin's Creed IV：Black Flag
火影忍者疾风传：究极忍者风暴3,Naruto Shippuden: Ultimate Ninja Storm 3
地狱已满,No More Room in Hell
内脏清洁工：影武者,Viscera Cleanup Detail: Shadow Warrior
蝙蝠侠：阿甘起源,Batman：Arkham Origins
史丹利的寓言,The Stanley Parable
与狼同行,The Wolf Among Us
杀出重围3：人类革命,Deus Ex：Human Revolution
骑士与商人,Knights and Merchants
求生指南,How to Survive
再见德波尼亚,Goodbye Deponia
传染病,Contagion
奴役：奥德赛西游,Enslaved：Odyssey to the West
瘦长鬼影：降临,Slender: The Arrival
桥梁构造者,Bridge Constructor
埃德娜与哈威：逃离疯人院,Edna & Harvey: The Breakout
摇滚史密斯2014,ROCKSMITH 2014
时空裂痕,Rift: Planes of Telara
燃油机车：极限版,Gas Guzzlers Extreme
烹调，上菜，美味！,"Cook, Serve, Delicious!"
阴影：罪孽的代价,Shadows: Price for Our Sins
武装突袭：策略,Arma Tactics
卡车赛手,Truck Racer
民主制度3,Democracy 3
FIA世界汽车拉力锦标赛4,WRC FIA World Rally Championship 4
强制,Forced
台球国度,Pool Nation
蒙特祖玛的宝藏4,The Treasures of Montezuma 4
机械终期,Bionic Dues
直面黑色星期五,Face Noir
太空游侠HD：战争分裂,Space Rangers HD: A War Apart
死亡打字员：完杀,The Typing of The Dead: Overkill
维修机器人,Tetrobot and Co
兆字节重击,Megabyte Punch
暗瞳：恶魔之眼,The Dark Eye：Demonicon
夜半敲门声,Knock-knock
模拟农场2013,Farming Simulator 2013
模拟人生3,The Sims 3
重启大师,Master Reboot
血腥陷阱大地,Bloody Trapland
魔法对抗：方碑之巫,Magicka: Wizards of the Square Tablet
爱尔德里奇,Eldritch
鬼屋魔影4：新的梦魇,Alone in the Dark 4: The New Nightmare
艾留西斯,Eleusis
谜音幻阵,Soundodger+
空中冲突：越南,Air Conflicts：Vietnam
秘密档案4：山姆彼得斯,Secret Files 4：Sam Peters
电锯战士,Chainsaw Warrior
尼特的故事：地下探险,Knytt Underground
闪回,Flashback
忍者升级,Porradaria Upgrade
赛德之战,Syder Arcade
暗物质,Dark Matter
阿瓦登2：堕落,Avadon 2 The Corruption
来世的幸福,The Happy Hereafter
重力,Gravi
护身符：序章,Talisman Prologue
绿宝石纸牌接龙编年史,The Chronicles of Emerland Solitaire
合金争霸,Defense Technica
妮可,Nicole
吃豆人的可怕冒险,PAC-MAN and the Ghostly Adventures
酒店塔防,Bad Hotel
南茜朱尔：沉默的间谍,Nancy Drew：The Silent Spy
终结我的世界,End my world
坎贝拉的非洲冒险,Cabela's African Adventures
新大话西游3,Xin Da Hua Xi You 2
救赎预言,Salvation Prophecy
外星收割者,The Harvest
IREM经典街机游戏套装,IREM Arcades Hits
地下切尔诺贝利,Chernobyl Underground
航空终点站,The Terminal
梦幻古龙,Meng Huan Gu Long
神魔幻想Ⅹ：圣石小子,DM fantasy 10
战术干预,Tactical Intervention
尸体解谜,The Useful Dead
幽灵射击,Spooky Range
宝石传奇3：魔法王国,Jewel Legends：Magical Kingdom
不朽旅程2：生命之山,Amaranthine Voyage：The Living Mountain
小天使迪奥,Deo
氮气赛车手,Nitro Racer XD
废墟之城寻宝,Treasure of the Abandoned City
恶魔领主：基尔加萨,Kilgazar
神秘追踪者6：雨崖幻影,Mystery Trackers：Raincliff's Phantoms
幽魂旅店5：月食之夜,Haunted Hotel: Eclipse
劲爆美国棒球14,Out of the Park Baseball 14
小小碰碰车,KarBOOM
原子力忍者,Atomic Ninjas
方块生物,Cubis Creatures
泡菜爆破,Pickle frenzy
眩光,Glare
货轮惊魂,The Horror at MS Aurora
神秘种族,Echo Prime
冒险之旅：世界奇观,Travel Adventures:World Wonders
时尚探索,Style Quest
禅意马赛克,Zen Mosaics
奇巧机器人马克斯,Contraption Max
猎人格林,Hunters Grimm
六边形避难所,Six Sided Sanctuary
兄弟：双子传说,Brothers: A Tale of Two Sons
武装突袭3,ArmA III
失忆症：猪猡的机器,Amnesia: A Machine For Pigs
拳皇13,The King Of Fighters XIII(KOF13)
细胞分裂6：黑名单,Splinter Cell: Blacklist
罗马2：全面战争,Total War: Rome II
异形之怒,Alien Rage
乌鸦森林之谜2：鸦林迷雾,Enigmatis: The Mists of Ravenwood
诅咒世界大冒险,Nihilumbra
吃豆人冠军版DX+,Pac-Man Championship Edition DX+
吉娜姐妹：扭曲梦境-猫头鹰领主,Giana Sisters: Twisted Dreams - Rise of the Owlverlord
马洛布里格斯,Marlow Briggs
狩猎人：孤儿院,Huntsman: The Orphanage
内心世界,The Inner World
人神大战,Gods vs Humans
涂鸦冒险家：DC漫画冒险,Scribblenauts Unmasked: A DC Comics Adventure
认知：艾丽卡·里德的惊悚故事,Cognition: An Erica Reed Thriller
阿克拉什：传承,Aarklash: Legacy
伏尔加维京,Volgarr the Viking
镜月之EP,MirrorMoon EP
瓦尔迪斯传说：深渊之城,Valdis Story: Abyssal City
兔子必须死,Bunny Must Die
愤怒的游戏宅男,Angry Video Game Nerd Adventures
地牢传奇,Legend of Dungeon
巫术6: Bane of the Cosmic Forge,Wizardry 6: Bane of the Cosmic Forge
城市自由狂飙,Urban Trial Freestyle
9.03米,9.03m
小迷糊闯七关,Foul Play
威尼斯崛起,Rise of Venice
实况足球2014,Pro Evolution Soccer 2014
铁甲战术,Ironclad Tactics
1953克格勃内幕,1953 - KGB Unleashed
Zafe家的日记,Zafehouse: Diaries
伊瑟雷斯传奇,Legends of Aethereus
模拟人生3：电影组合,The Sims 3: Movie Stuff
新仙剑奇侠传OL,New PAL Online
领土之战3：觉醒,Dominions 3: The Awakening
斗战神,ASURA
南北战争2,Civil War II
愤怒的小鸟,Angry Birds
模拟火车2014,Train Simulator 2014
真恋姬梦想：少女对战之三国志演义,Shin Koihime Musou: Otome Ryouran Sangokushi Engi Gi-Hen
时间线：袭击美国,Timelines: Assault on America
超级青蛙HD,Superfrog HD
宾果扑克牌：高级版,Skatpalast: Premium Edition
生存链,Livalink
幻影城堡,Castle of Illusion Starring Mickey Mouse
消防模拟2014,Plant Firefighter Simulator 2014
东方斑樱,Madara Zakura
风火轮赛车：世界最强车手,Hot Wheels Worlds Best Driver
食人蘑菇,Ogre Stomp
千户之屋3：巨蛇烈焰,House of 1000 Doors 3: Serpent Flame
午夜迷踪5：亚伯拉罕的女巫,Midnight Mysteries：Witches of Abraham
神武战略版,God's Might：Strategy
注意坦克：希洛沃1942,Achtung Panzer: Shilovo 1942
天体音乐,Music of the Spheres
初日：加里的撼事,Day One:Garry's Incident
奇思妙想：两只鸽子,Flights of Fancy: Two Doves
星锤战术,Star Hammer Tactics
神枪手,Shen Qiang Shou
纪念碑建设者6：帝国大厦,Monument Builders - Empire State Building
珍宝岛：金甲虫,Treasure Island: The Gold Bug
鬼魂之谜4：银色之箭,Spirits of Mystery：The Silver Arrow
阿卡迪安纳斯,Arkadianax
针锋相对：冷战,Us And Them Cold War
足球主管2014,Football Director 2014
失落的深海王国2,Lost in Reefs 2
门道,Doorways
堕落神祇传奇EX,Duo Luo Shen Zhi Chuan Qi
骷髅海盗,Skeleton Pirates
手拉手2,Joining Hands 2
3D拼图游戏,3D Puzzle Venture
挥之不去的回忆,Haunted Memories
领域9,Subject 9
永恒的符文,Eternal Rune
你就是老板,You're The Boss
收获日2,Payday 2
黑道圣徒4,Saints Row IV
欧陆风云4,Europa Universalis IV
数字战斗模拟：世界,DCS World Steam Edition
雷曼：传奇,Rayman Legends
古剑奇谭2,GuJian2
到家,Gone Home
请出示文件,Papers Please
调查局：幽浮解密,The Bureau: XCOM Declassified
洞穴探险,Spelunky
记忆,Memoria
失落的星球3,Lost Planet 3
错误：里程碑,fault - milestone one
游戏发展国,Game Dev Tycoon
避难所,Shelter
骷髅女孩,Skullgirls
墨西哥英雄大混战,Guacamelee
发条传说：格拉斯与英克,Clockwork Tales: Of Glass and Ink
黑暗迷失：舰船魅影,Left in the Dark: No One on Board
唐老鸭大冒险,DuckTales Remastered
神界：龙之指挥官,Divinity: Dragon Commander
足球联赛2013：超坑联盟,FootLol 2013: Epic Fail League
恶魔城：暗影之王,Castlevania：Lords of Shadow
百战天虫：氏族战争,Worms Clan Wars
铁锤守卫,Hammerwatch
房东是魔王大人,Unholy Heights
两键格斗,Divekick
蓝色玫瑰,Blue Rose
先生，你正被猎杀,Sir，You Are Being Hunted
像素垃圾：妖怪,PixelJunk Monsters
龙霸三合会,Rise Of The Triad
东方辉针城,Double Dealing Character
轩辕剑6,Xuan-Yuan Sword 6
电子超快感,Electronic Super Joy
节奏小子：守护者传说,Beatbuddy: Tale of the Guardians
枪的世界,Guncraft
中土守护者,Guardians of Middle Earth
骷髅女孩：重返,Skullgirls 2nd Encore
疯狂农场4,Farm Frenzy 4
飞机总动员,Disney Planes
混沌引擎,The Chaos Engine
开拓者,Finders
狂野王牌：疯狂格斗行动,Aces Wild : Manic Brawling Action
太空战舰,Space Hulk
云端王国,Cloudberry Kingdom
忍者神龟：脱影而出,Teenage Mutant Ninja Turtles:Out of the Shadows
卡坦岛：造物主版,Catan: Creator's Edition
方程式卡车模拟2013,Formula Truck Simulator 2013
验尸：某人必须死,Postmortem: one must die
天宫崩塌：日本村庄,Skyward Collapse: Nihon no Mura
独自为伴,The company of myself
妖精守卫者,Goblin Defenders: Battles of Steel 'n' Wood
八咫乌,Yatagarasu
第一人称网球2,First Person Tennis 2
黑色大屋：弗米利恩修道院,Black Home: Vermillion Monastery
泰迪故事,Ted Story
维京时代,Times of Vikings
快乐厨师2,Happy Chef 2
登陆火星,Take On Mars
败絮藏金玉,Bai Xu Cang Jin Yu
托克尔,TorqueL prototype
摧残：僵尸启示录,Ravaged Zombie Apocalypse
恐怖童话：糖果屋历险记,Fearful Tales: Hansel and Gretel
间谍泄露,SpyLeaks
死亡密室,Deadly Rooms
女武神,Valkyrius
雪域,The Snow
皇家谜题,Royal Riddles: Fill And Cross
糖果迷宫,Candy Maze
原生细胞,Protocell
暗影狂奔：归来,Shadowrun Returns
最终幻想7,Final Fantasy VII
幕府将军的头骨,Skulls of the Shogun
伊萨贝尔,Iesabel
深海恶梦：海妖的召唤,Nightmares from the Deep: The Siren's Call
9线索：蛇溪的秘密,9 Clues: The Secret of Serpent Creek
城堡风暴,Castle Storm
电子脉冲：易死版,Teleglitch: Die More Edition
环道飞行：圣贤之旅,Ring Runner：Flight of the Sages
小鸡快跑2,Toki Tori 2
小妖精的黑暗冒险,Oknytt
阿卡尼亚王国：命运之刃,Realms of Arkania: Blade of Destiny
吃人的女孩,Ittle Dew
星际舰队,Interstellar Marines
黑暗潜伏者,DARK
乌鸦：神偷的遗产,The Raven - Legacy of a Master Thief
行尸走肉：400天,The Walking Dead: 400 Days
赛道狂飙2：山谷,TrackMania2 Valley
汇集,InFlux
灵书妙探：书不可貌相,Castle: Never Judge a Book by its Cover
洛克人：无限,MegaMan: Unlimited
冥界警局,R.I.P.D.: The Game
堕落的世界,Fallen World
云斯顿赛车2013,NASCAR The Game: 2013
重生传说：众王之路,Revived Legends: Road of the Kings
最后的火车,Last Train to Timbuktu
山地骑行,MTBFreeride
橄榄球挑战2：雄狮之旅版,Rugby Challenge 2: The Lions Tour Edition
金蛇诀：藏剑,Jin She Jue
炼瓦侍,Renga Samurai Shogun
海盗风云：亡灵宝藏,Pirates vs Corsairs: Davy Jones' Gold
缉毒煞星,Narco Terror
时间之谜3：最终密码,Time Mysteries: The Final Enigma
劳拉城的调查,Laruaville
检察官第一章：瘟疫,The Inquisitor-Book 1: The Plague
柯帕特罗兹：隐世之寨,Corpatros: The Hidden Village
青蛙王子和他的朋友们,Frogatto And Friends
皇家快船公司,Royal Express
迈扎特的巢穴,Lair of the Madhat
粉碎行动,Operation Smash
匀称,Well Balanced
午夜领主,The Lords of Midnight
自然威胁2,Natural Threat 2
仙境麻将,Wonderland Mahjong
英雄连2,Company of Heroes 2
盗贼遗产,Rogue Legacy
三位一体2,Trine 2
磁力高手：黑暗脉冲,Magrunner: Dark Pulse
在这苍穹展翅,If My Heart Had Wings
龙与地下城：秘影历代记,Dungeons & Dragons: Chronicles of Mystara
感染：新幸存者故事,Infestation: Survivor Stories Classic
枪口,Gunpoint
骑士经理+1版,Knights of Pen and Paper +1 Edition
繁荣世界：守护者,Prime World: Defenders
彭尼街道冒险4：暗黑雨崖,Penny Arcade's On the Rain-Slick Precipice of Darkness 4
摩托GP 13,MotoGP 13
乔伊冒险大电影2,Joe Danger 2: The Movie
7大步骤：招致古人,7 Grand Steps: What Ancients Begat
超级飞溅,Super Splatters
万智牌：旅法师对决2014,Magic 2014
乔伊冒险,Joe Danger
模拟人生3：天堂岛,The Sims 3: Island Paradise
像素格斗：街头争霸,Fist Puncher
机甲向前冲,Hexodius
杰克基恩2：火焰之心,Jack Keane 2: The Fire Within
少年特里普,Kid Tripp
吞食天地2关云长全传,Tenchi o Kurau 2
你的农场生活,Farm for your Life
风暴,Storm
漫威英雄,Marvel Heroes
超级战舰,Battleship
梦幻西游2,Meng Huan Xi You 2
矮人300守卫战,300 Dwarves
黑水镇的诅咒,The Curse of Blackwater
无尽空间：冲突,Endless Space: Disharmony
玩具塔防2,Toy Defense 2
驶向地狱：报复,Ride to Hell: Retribution
黎明传说,Legends of Dawn
世界传奇：中医,Myths of the World: Chinese Healer
吸血鬼德古拉4：龙之影,Dracula 4：The Shadow of the Dragon
泰坦：塔楼逃生,Titan: Escape the Tower
犯罪系列,Crime Line
玫瑰法则,Order of the Rose
哑舍：越王剑,Ya She: Yue Wang Jian
皇家塔防2：隐形的威胁,Royal Defense 2: Invisible Threat
纳玛瑞欧传奇：钢铁魔王,Namariel Legends: Iron Lord
